Auto_id,post_id,title,metadata,genres,year,image,quality,url
2840,7533,Bogan (2017) Hindi Dubbed,IMDb: 6.4|2017|160 min,Action|Crime|Dual Audio|South Special|Thriller,2017,https://m.media-amazon.com/images/M/MV5BMzhhYWU1NWUtMDYyMS00OGVlLWEyZjctYzU0ZjA1Zjg0MmM4XkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_FMjpg_UX701_.jpg,HINDI,https://yomovies.date/bogan-2017-hindi-dubbed-Watch-online-full-movie/
2839,8847,Villain (2017) Hindi Dubbed,IMDb: 6.3|2017|143 min,Action|Crime|Dual Audio|Mystery|South Special|Thriller,2017,https://m.media-amazon.com/images/M/MV5BYjNkOGQzYjctOWRkNi00MTU5LWI3MTItMjdhNDUyYzIxNWMzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_FMjpg_UX750_.jpg,HINDI,https://yomovies.date/villain-2017-hindi-dubbed-Watch-online-full-movie/
2838,8872,Mrugashira (2014) Hindi Dubbed,IMDb: 3.1|2014|N/A,Action|Dual Audio|South Special|Thriller,2014,https://m.media-amazon.com/images/M/MV5BYjJhMzJjM2ItMjM4Yy00NmE5LTlmYTQtYzdiNDFkZWY4ZTJhXkEyXkFqcGdeQXVyMzQzMDc2MDk@._V1_FMjpg_UX350_.jpg,HINDI,https://yomovies.date/mrugashira-2014-hindi-dubbed-Watch-online-full-movie/
2837,16129,Mass Leader (2017) Hindi Dubbed,IMDb: 5.2|2017|N/A,Action|Dual Audio|South Special,2017,https://m.media-amazon.com/images/M/MV5BYjBlMjkxMzMtNzcwZC00NmE0LWJmY2MtYzc4N2IyZmIwYWY0XkEyXkFqcGdeQXVyNjkwOTg4MTA@._V1_FMjpg_UX1000_.jpg,HINDI,https://yomovies.date/mass-leader-2017-hindi-dubbed-Watch-online-full-movie/
2836,16297,Kanchana The Wonder Car (Dora) 2017 Hindi Dubbed,IMDb: 5.3|2017|139 min,Action|Dual Audio|Horror|South Special|Thriller,2017,https://images-na.ssl-images-amazon.com/images/S/pv-target-images/46a3ee540f5415a8f526a3664740f56876960b9207ea43bf7dbd085771165c63._RI_V_TTW_.jpg,HINDI,https://yomovies.date/kanchana-the-wonder-car-dora-2017-hindi-dubbed-Watch-online-full-movie/
2835,16320,Pataki (2017) Hindi Dubbed,IMDb: 6.7|2017|140 min,Action|Comedy|Drama|Dual Audio|South Special,2017,https://m.media-amazon.com/images/M/MV5BMWI5YWVmNzMtMzYxNS00NzQ3LTkyYTMtYzkwNmJkYzFlMDlkXkEyXkFqcGdeQXVyMzU0ODc1MTQ@._V1_FMjpg_UX775_.jpg,HINDI,https://yomovies.date/pataki-2017-hindi-dubbed-Watch-online-full-movie/
2834,16628,Dangerous Officer (Asura 2015) Hindi Dubbed,IMDb: 6.5|2015|120 min,Action|Dual Audio|Romance|South Special|Thriller,2015,https://image.tmdb.org/t/p/w185/1g2XlKVjau0umSgMPZEpR96tHSr.jpg,HINDI,https://yomovies.date/asura-2015-hindi-dubbed-Watch-online-full-movie/
2833,20015,Vanamagan (2017) Hindi Dubbed,IMDb: 5.5|2017|141 min,Action|Adventure|Dual Audio|South Special,2017,https://m.media-amazon.com/images/M/MV5BOGYwYTMyNjktYjBkYy00MjFkLTk5OTAtOGY0MDQxZjhkMmQ5XkEyXkFqcGdeQXVyODk1MzE5NDA@._V1_FMjpg_UX733_.jpg,HINDI,https://yomovies.date/vanamagan-2017-hindi-dubbed-Watch-online-full-movie/
2832,22347,Gunturodu (2017) Hindi Dubbed,IMDb: 6.2|2017|142 min,Action|Comedy|Dual Audio|South Special,2017,https://m.media-amazon.com/images/M/MV5BMTY5NTJmOWQtYTJjNi00MTAyLTk1ZTktOGU5YWVhOThkMmRmXkEyXkFqcGdeQXVyODA2ODM3NDQ@._V1_FMjpg_UX758_.jpg,HINDI,https://yomovies.date/gunturodu-2017-hindi-dubbed-Watch-online-full-movie/
2831,22353,Gunde Jaari Gallanthayyinde (2013) Hindi Dubbed,IMDb: 7.1|2013|150 min,Action|Comedy|Drama|Dual Audio|Romance|South Special,2013,https://m.media-amazon.com/images/M/MV5BMjExYWY3YTUtZjA0Ni00MDU4LWJjOWItZDc0NjM3ZTdlNWI3XkEyXkFqcGdeQXVyODA2ODM3NDQ@._V1_FMjpg_UX634_.jpg,HINDI,https://yomovies.date/gunde-jaari-gallanthayyinde-2013-hindi-dubbed-Watch-online-full-movie/
2830,23403,Popcorn (2016) Hindi Dubbed,IMDb: 4.4|2016|133 min,Action|Adventure|Comedy|Dual Audio|South Special,2016,https://m.media-amazon.com/images/M/MV5BNjQ4MWFkNzgtNDRiOC00MTQ5LWJkMzUtNWVjYjA0ZmYxYTk2XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_FMjpg_UX640_.jpg,HINDI,https://yomovies.date/popcorn-2016-hindi-dubbed-Watch-online-full-movie/
