Auto_id,post_id,title,metadata,genres2,year,genres,image,quality,url
10000,77136,Mamta (1966),IMDb: 7.5|1966|150 min,Bollywood|Drama|Family|Music|Romance,1966,Bollywood|Drama|Family|Music|Romance,https://image.tmdb.org/t/p/w185/lI3FJsdVEdRJhwNz6FBX0TQcSwE.jpg,HINDI,https://yomovies.hair/mamta-1966-Watch-online-full-movie/
9999,77138,Dil… Akhir Dil Hai (1982),IMDb: 6.8|1982|216 min,Bollywood|Drama|Music|Romance,1982,Bollywood|Drama|Music|Romance,https://img.hindilinks4u.to/2015/09/Dil...-Akhir-Dil-Hai-1982-206x300.jpg,HINDI,https://yomovies.hair/dil-akhir-dil-hai-1982-Watch-online-full-movie/
9998,77154,Guru Mahaaguru (2002),IMDb: 4.6|2002|143 min,Bollywood|Drama|Music|Romance,2002,Bollywood|Drama|Music|Romance,https://img.hindilinks4u.to/2015/09/Guru-Mahaguru-2002-206x300.jpeg,HINDI,https://yomovies.hair/guru-mahaaguru-2002-Watch-online-full-movie/
9997,77156,Marzi The Power (2012) Hindi Dubbed,IMDb: 3.5|2012|N/A,Action|Drama|Dual Audio|Romance|South Special,2012,Action|Drama|Dual Audio|Romance|South Special,https://m.media-amazon.com/images/M/MV5BYzI3MzhlNTctMDhhOS00MDkzLWJlMDQtNmZmOTgwM2RkYzQ0XkEyXkFqcGdeQXVyODA2ODM3NDQ@._V1_FMjpg_UX382_.jpg,HINDI,https://yomovies.hair/marzi-the-power-2012-hindi-dubbed-Watch-online-full-movie/
9996,77171,Stree (1961),IMDb: 7.2|1961|143 min,Bollywood|Drama|Music|Romance,1961,Bollywood|Drama|Music|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Stree_-_2018_Movie_Poster.jpg/220px-Stree_-_2018_Movie_Poster.jpg,HINDI,https://yomovies.hair/stree-1961-Watch-online-full-movie/
9995,77181,Sabse Badhkar Hum 2 (2013) Hindi Dubbed,IMDb: 7.5|2013|159 min,Action|Drama|Dual Audio|Family|South Special,2013,Action|Drama|Dual Audio|Family|South Special,https://m.media-amazon.com/images/M/MV5BNjRhNGQwMTMtZjZhOC00ZDA1LTllZTctNjk0YzdkMzAwMDQyXkEyXkFqcGdeQXVyNjUxMzQyMzg@._V1_FMjpg_UX800_.jpg,HINDI,https://yomovies.hair/sabse-badhkar-hum-2-2013-hindi-dubbed-Watch-online-full-movie/
9994,77183,Surkhaab (2014),IMDb: 6.7|2014|100 min,Bollywood|Drama|Family,2014,Bollywood|Drama|Family,https://image.tmdb.org/t/p/w185/qaUFLdZ879wkDq4er0pvWkZT1ys.jpg,HINDI,https://yomovies.hair/surkhaab-2014-Watch-online-full-movie/
9993,77185,I Am Mr Mother (2015) Hindi,IMDb: 5.8|2015|90 min,Bollywood|Comedy|Drama|Fantasy,2015,Bollywood|Comedy|Drama|Fantasy,https://media-images.mio.to/by_artist/A/Anupam%20-%20Manuj/I%20Am%20Mr.%20Mother%20%282015%29/Art-350.jpg,HINDI,https://yomovies.hair/i-am-mr-mother-2015-hindi-Watch-online-full-movie/
9992,77187,Ooops a Desi (2013),IMDb: 7.2|2013|126 min,Bollywood|Comedy|Drama,2013,Bollywood|Comedy|Drama,"https://m.media-amazon.com/images/M/MV5BNTkxNzg5NjM5N15BMl5BanBnXkFtZTgwMzE1MjIyMDE@._V1_UY268_CR3,0,182,268_AL_.jpg",HINDI,https://yomovies.hair/ooops-a-desi-2013-Watch-online-full-movie/
9991,77191,Zanjeer (2015) Hindi Dubbed,IMDb: 3.2|20132015|137 min,Action|Crime|Drama|Dual Audio|Romance|South Special,2013|2015,Action|Crime|Drama|Dual Audio|Romance|South Special,https://m.media-amazon.com/images/M/MV5BNWFmZTU3MmQtMDRmZS00NjczLWI5MDItNWQ0ZTY4MTFjMDlhXkEyXkFqcGdeQXVyMzc0NzU5MTc@._V1_FMjpg_UX290_.jpg,HINDI,https://yomovies.hair/zanjeer-2015-hindi-dubbed-Watch-online-full-movie/
9990,77193,Jatt James Bond (2014),IMDb: 6.7|2014|220 min,Bollywood|Comedy|Drama|Romance|Thriller,2014,Bollywood|Comedy|Drama|Romance|Thriller,https://image.tmdb.org/t/p/w185/nnTtd4XWRRjVmDeCDbl1TvBMuu9.jpg,HINDI,https://yomovies.hair/jatt-james-bond-2014-Watch-online-full-movie/
9989,77195,Calcutta News (2008),IMDb: 6.2|2008|143 min,Bollywood|Drama|Romance,2008,Bollywood|Drama|Romance,https://image.tmdb.org/t/p/w185/cv9ZufLaL9YUOBZwLKLeLB11FNe.jpg,HINDI,https://yomovies.hair/calcutta-news-2008-Watch-online-full-movie/
9988,77209,Dooriyaan (1979),IMDb: 6.0|1979|132 min,Bollywood|Drama|Music|Romance,1979,Bollywood|Drama|Music|Romance,https://img.hindilinks4u.to/2015/10/Dooriyaan-1979-206x300.jpg,HINDI,https://yomovies.hair/dooriyaan-1979-Watch-online-full-movie/
9987,77220,Kaccha Limboo (2011),IMDb: 6.3|2011|141 min,Bollywood|Comedy|Drama|Family,2011,Bollywood|Comedy|Drama|Family,https://image.tmdb.org/t/p/w185/rpS2hy3PcXn8sv7tsWbYV6HI4BP.jpg,HINDI,https://yomovies.hair/kaccha-limboo-2011-Watch-online-full-movie/
9986,77244,Pret Atma (1997),IMDb: 5.3|1997|123 min,Bollywood|Drama|Horror|Romance,1997,Bollywood|Drama|Horror|Romance,https://i2.cinestaan.com/image-bank/1500-1500/33001-34000/33762.jpg,HINDI,https://yomovies.hair/pret-atma-1997-Watch-online-full-movie/
9985,77253,Police Wala Gunda 4 (2016) Hindi Dubbed,IMDb: 6.3|2016|132 min,Action|Crime|Drama|Dual Audio|South Special,2016,Action|Crime|Drama|Dual Audio|South Special,https://imagetot.com/images/2021/05/14/aa1f585c2fdcec6e3bda0052ba9e7c7a.jpg,HINDI,https://yomovies.hair/police-wala-gunda-4-2016-hindi-dubbed-Watch-online-full-movie/
9984,77266,Dharti (1970),IMDb: 6.9|1970|156 min,Action|Adventure|Bollywood|Drama,1970,Action|Adventure|Bollywood|Drama,https://image.tmdb.org/t/p/w185/mawQatTArhdPmv7ImLJo3BgtUHk.jpg,HINDI,https://yomovies.hair/dharti-1970-Watch-online-full-movie/
9983,77270,Irandam Ulagam (2013) Hindi Dubbed,IMDb: 5.7|2013|158 min,Action|Drama|Dual Audio|Fantasy|Romance|South Special,2013,Action|Drama|Dual Audio|Fantasy|Romance|South Special,https://img.reelgood.com/content/movie/4b8e4ba5-3d95-446c-ad66-80ae4c3cd19d/poster-780.jpg,HINDI,https://yomovies.hair/irandam-ulagam-2013-hindi-dubbed-Watch-online-full-movie/
9982,77274,Pighalta Aasman (1985),IMDb: 6.3|1985|148 min,Bollywood|Drama|Music|Romance,1985,Bollywood|Drama|Music|Romance,https://img.hindilinks4u.to/2016/03/Pighalta-Aasman-1985-206x300.jpg,HINDI,https://yomovies.hair/pighalta-aasman-1985-Watch-online-full-movie/
9981,77280,Piya Milan (1985),IMDb: 6.2|1985|143 min,Bollywood|Drama|Music|Romance,1985,Bollywood|Drama|Music|Romance,https://img.hindilinks4u.to/2016/04/Piya-Milan-1985-206x300.jpg,HINDI,https://yomovies.hair/piya-milan-1985-Watch-online-full-movie/
